lastName,firstName,playerId,isAmateur,courseId,status,position,total,currentRoundScore,totalStrokesFromCompletedRounds,currentHole,startingHole,roundComplete,rounds,thru,currentRound,teeTime,teeTimeTimestamp,tournament_name,fetched_at
Galletti,Nicolo,51734,False,922,complete,T26,+1,-1,281,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': 'E', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},9:00am,{'$date': {'$numberLong': '1734271200000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Baumgartner,Jonas,57535,False,927,complete,T26,+1,-5,281,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+3', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '73'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '73'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '70'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-5', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '65'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},9:00am,{'$date': {'$numberLong': '1734271200000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Sienkiewicz,Chase,63548,False,927,complete,T26,+1,-4,281,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '71'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+6', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '76'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '68'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-4', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '66'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},9:30am,{'$date': {'$numberLong': '1734273000000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Lebioda,Hank,49766,False,927,complete,T26,+1,-2,281,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+4', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '72'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-3', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '67'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '68'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},9:50am,{'$date': {'$numberLong': '1734274200000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Greco,John,56753,False,922,complete,T26,+1,+4,281,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': 'E', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-3', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '67'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '74'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},10:00am,{'$date': {'$numberLong': '1734274800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Cook,Austin,46435,False,922,complete,T36,+2,-2,282,{'$numberInt': '9'},{'$numberInt': '10'},True,"[{'scoreToPar': '-2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '68'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '68'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F*,{'$numberInt': '4'},8:20am,{'$date': {'$numberLong': '1734268800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Fischer,Zack,39412,False,922,complete,T36,+2,E,282,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '-1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},8:40am,{'$date': {'$numberLong': '1734270000000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Nicholas,James,58188,False,922,complete,T36,+2,-5,282,{'$numberInt': '9'},{'$numberInt': '10'},True,"[{'scoreToPar': '+4', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '74'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '74'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-5', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '65'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F*,{'$numberInt': '4'},9:10am,{'$date': {'$numberLong': '1734271800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
VanArragon,Caleb,65443,False,927,complete,T36,+2,-4,282,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+7', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '77'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '70'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '69'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-4', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '66'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},9:10am,{'$date': {'$numberLong': '1734271800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Yellamaraju,Sudarshan,60386,False,922,complete,T36,+2,+2,282,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-3', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '67'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},9:40am,{'$date': {'$numberLong': '1734273600000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Hillier,Harry,59108,False,922,complete,T36,+2,+2,282,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+3', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '68'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},9:40am,{'$date': {'$numberLong': '1734273600000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Shelton,Robby,46441,False,927,complete,T36,+2,+1,282,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+4', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '73'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-6', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '64'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '71'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},10:00am,{'$date': {'$numberLong': '1734274800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Berry,Brandon,58989,False,922,complete,T43,+3,E,283,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},8:20am,{'$date': {'$numberLong': '1734268800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Gonzalez,Emilio,59567,False,922,complete,T43,+3,-1,283,{'$numberInt': '9'},{'$numberInt': '10'},True,"[{'scoreToPar': '+3', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '68'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F*,{'$numberInt': '4'},8:20am,{'$date': {'$numberLong': '1734268800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Rozo,Marcelo,37076,False,922,complete,T43,+3,-2,283,{'$numberInt': '9'},{'$numberInt': '10'},True,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '74'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '68'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F*,{'$numberInt': '4'},8:50am,{'$date': {'$numberLong': '1734270600000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Plunkett,Marcus,59613,False,922,complete,T43,+3,+2,283,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},9:10am,{'$date': {'$numberLong': '1734271800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Bae,Sangmoon,28259,False,922,complete,T43,+3,+2,283,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': 'E', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},9:20am,{'$date': {'$numberLong': '1734272400000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Cannon,Will,51567,False,922,complete,T43,+3,-5,283,{'$numberInt': '9'},{'$numberInt': '10'},True,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '74'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-5', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '65'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F*,{'$numberInt': '4'},9:40am,{'$date': {'$numberLong': '1734273600000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Sherwood,Cole,65496,False,927,complete,T43,+3,-2,283,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+6', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '76'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '73'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-4', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '66'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '68'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},9:40am,{'$date': {'$numberLong': '1734273600000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Barjon,Paul,37212,False,922,complete,T50,+4,+1,284,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': 'E', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},8:00am,{'$date': {'$numberLong': '1734267600000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Anderson,Samuel,59636,False,922,complete,T50,+4,+1,284,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},8:10am,{'$date': {'$numberLong': '1734268200000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Hitt,Austin,58547,False,922,complete,T50,+4,E,284,{'$numberInt': '9'},{'$numberInt': '10'},True,"[{'scoreToPar': '+4', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '74'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F*,{'$numberInt': '4'},8:10am,{'$date': {'$numberLong': '1734268200000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Ralston,Spencer,58594,False,922,complete,T50,+4,+1,284,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},8:20am,{'$date': {'$numberLong': '1734268800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Xu,Andi,57872,False,927,complete,T50,+4,-4,284,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+4', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '72'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '72'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-4', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '66'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},8:20am,{'$date': {'$numberLong': '1734268800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Suh,Justin,50493,False,927,complete,T50,+4,-4,284,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+5', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '75'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '71'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-4', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '66'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},8:30am,{'$date': {'$numberLong': '1734269400000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Blick,Cody,49884,False,922,complete,T50,+4,+2,284,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '74'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-3', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '67'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F,{'$numberInt': '4'},8:40am,{'$date': {'$numberLong': '1734270000000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Gandon,Jeremy,46823,False,922,complete,T50,+4,-1,284,{'$numberInt': '9'},{'$numberInt': '10'},True,"[{'scoreToPar': '+3', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F*,{'$numberInt': '4'},8:40am,{'$date': {'$numberLong': '1734270000000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Steelman,Ross,63455,False,922,complete,T50,+4,-1,284,{'$numberInt': '9'},{'$numberInt': '10'},True,"[{'scoreToPar': '-1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+6', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '76'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '70'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '69'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",F*,{'$numberInt': '4'},8:50am,{'$date': {'$numberLong': '1734270600000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Alexander,Tyson,33408,False,927,complete,T50,+4,-2,284,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+4', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '68'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '68'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},9:10am,{'$date': {'$numberLong': '1734271800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Bramlett,Joseph,34255,False,927,complete,T50,+4,-2,284,{'$numberInt': '18'},{'$numberInt': '1'},True,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': 'E', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '70'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '4'}, 'strokes': {'$numberInt': '68'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",F,{'$numberInt': '4'},9:10am,{'$date': {'$numberLong': '1734271800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
